id;category;model;time_total;time_read;time_write;input_tokens;output_tokens;tps_read;tps_write;question;model_answer;ground_truth;context_snippet;score
306;Information Retrieval;llama3.1:8b;0.508;0.047;0.345;658;50;14048.72;144.88;Was ist die 'Neutral Zone'?;Die Neutral Zone ist der Raum zwischen dem vorderen und hinteren Punkt des Balls (Pläne) und erstreckt sich bis zu den Seitenlinien. Sie beginnt, wenn der Ball bereit für das Spiel ist.;Das ist der Raum zwischen der vorderen und hinteren Spitze des Balls, wenn er vor dem Snap auf dem Boden liegt. Sie erstreckt sich über die gesamte Breite des Feldes.;"SECTION 18 LINE OF SCRIMMAGE, NEUTRAL ZONE
ARTICLE...";1.0
801;Regulatory Constraints;gpt-5-mini;5.998;0.0;0.0;4068;359;0.0;59.85;Wann darf ein Football nach vorne geworfen und wann nach hinten geworfen werden?;"Ein Forward Pass darf durchgeführt werden, wenn:
- er von der Offense ausgeführt wird und nur einmal pro Down von hinter der Line of Scrimmage geworfen wird (Section 1, Art. 2).  
- es eine Forward-Bewegung des Balls nach dem Verlassen der Hand des Passers gibt (Section 1, Art. 1(a)), oder der Ball an einem Punkt landet, der näher der gegnerischen Goal Line ist als der Ort, an dem er die Hand des Passers verließ (1(b)), oder ein absichtlich nach vorne gefummelt wurde (1(c)).  

Ein Forward Pass ist untersagt (illegal), wenn:
- der Werfer beim Abwurf mit seinem ganzen Körper und dem Ball komplett über der Line of Scrimmage steht (Section 1, Art. 2, Item 1(a));  
- ein zweiter Forward Pass in demselben Down geworfen wird (Item 1(b));  
- ein Forward Pass geworfen wird, nachdem der Ball die Line of Scrimmage überschritten und dann wieder dahinter gelandet ist (Item 1(c));  
- ein Forward Pass nach einem Wechsel der Ballbesitzes geworfen wird (Item 1(d)).

Ein Backward Pass (Backward Pass) darf jederzeit von einem Runner geworfen werden; jeder Snap vom Center ist ein Backward Pass (Section 7, Art. 1). Spieler beider Teams dürfen einen gefangenen oder nach dem Aufprall auf den Boden aufgenommenen Backward Pass oder Fumble vorwärts tragen (Section 7, Art. 1). Wenn ein Backward Pass ins Aus geht, gelten Sonderregeln (Section 7, Art. 2).";Ein Vorwärtspass darf nur einmal pro Spielzug von hinter der Line of Scrimmage geworfen werden. Ein Rückwärtspass ist jederzeit und von jeder Position aus erlaubt.;"SECTION 7 BACKWARD PASS AND FUMBLE
ARTICLE 1. BACK...";1.0
1101;Information Retrieval;gemini-3-flash-preview;4.858;0.0;0.0;381;11;0.0;2.26;Gibt ein Touchdown 7 Punkte?;Nein. Ein Touchdown gibt 6 Punkte.;Nein. Ein Touchdown zählt 6 Punkte. Der 7. Punkt (Extrapunkt/PAT) ist ein separater Spielzug (Try), der nach dem Touchdown gespielt wird.;"SECTION 1 VALUE OF SCORES
ARTICLE 1. WINNING TEAM....";1.0
521;Out-of-Domain;gpt-5-mini;4.273;0.0;0.0;4544;16;0.0;3.74;Wer ist dafür verantwortlich, die Trikots der Spieler nach dem Spiel zu waschen?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 4 EQUIPMENT, UNIFORMS, PLAYER APPEARANCE
A...";1.0
804;Regulatory Constraints;gpt-5-mini;6.315;0.0;0.0;2364;16;0.0;2.53;Darf ein Spieler den Ball zu einem Mitspieler nach vorne übergeben, wenn er nicht der Quarterback ist?;Dazu habe ich keine Informationen.;Ja solange er sich hinter der Line of Scrimmage befindet und der Mitspieler ein berechtigter Empfänger ist.;"SECTION 1 FORWARD PASS
ARTICLE 1. DEFINITION. It i...";0.0
502;Reasoning & Synthesis;llama3.1:8b;1.351;0.086;0.503;1204;77;14019.01;152.98;Wie kann ein Spieler sich als fangberechtigt anmelden?;Ein Spieler, der die Nummer eines fangberechtigten Spielers trägt (50-79 und 90-99), ist berechtigt, sich in einer Position aufzustellen, die normalerweise von einem fangberechtigten Spieler eingenommen wird oder als T-Formation Quarterback (0-49 und 80-89).;Ein Spieler mit einer Nummer, die normalerweise nicht berechtigt ist (50-79), muss sich sofort beim Referee melden ('report as eligible'), bevor er sich als Receiver aufstellt. Der Referee informiert dann die Defense.;"SECTION 3 CHANGES IN POSITION
ARTICLE 1. REPORTING...";1.0
706;Regulatory Constraints;llama3.1:8b;1.815;0.04;1.601;517;238;13050.06;148.69;Was ist eine illegale Formation der Offense?;"Eine illegale Formation durch die Offense ist ein Verstoß gegen die Regeln im Abschnitt ""POSITION OF PLAYERS AT THE SNAP"" in SECTION 5, insbesondere Artikel (a) bis (e). Dazu zählen unter anderem:

* Weniger als sieben Spieler auf der Linie stehen.
* Eligible Receiver nicht an beiden Enden der Linie stehen oder zwischen ihnen keine Ineligible Receiver stehen.
* Ein Spieler ist außerhalb des Spielfeldes.
* Ein Spieler nimmt eine Position ein, die weder klar auf noch klar ab der Line of Scrimmage liegt, es sei denn er steht direkt hinter dem Snapper und trägt einen zulässigen Nummer oder hat sich gemäß Regel 5, Abschnitt 3, Artikel 1, gemeldet.
* Ein Spieler in einer zulässigen Position trägt keine zulässige Nummer oder hat sich nicht gemäß Regel 5, Abschnitt 3, Artikel 1, gemeldet.

Bei einem Verstoß gegen diese Regeln wird ein Fünf-Yards-Verlust verhängt."; Eine illegale Formation der Offense liegt vor, wenn die Offense nicht mindestens sieben Spieler in der Line hat, wenn nicht beide Enden der Line von einem berechtigten Receiver besetzt sind, wenn ein Spieler out of bounds ist, wenn mehr als ein Spieler weder klar on noch klar off der Line of Scrimmage positioniert ist (außer dem Snapper), oder wenn Spieler in berechtigten Positionen keine berechtigte Nummer tragen (außer sie haben sich gemeldet).;"SECTION 5 POSITION OF PLAYERS AT THE SNAP
ARTICLE ...";1.0
1201;Information Retrieval;llama3.3:70b;24.68;4.65;19.888;5813;575;1250.06;28.91;Nenne mir Aktionen, für die man ein Personal Foul bekommen kann.;"Ein Personal Foul kann bei folgenden Aktionen verhängt werden:

1. **Clipping**: Blockieren eines Gegners von hinten unterhalb der Taille.
2. **Peel Back Block**: Ein Block von hinten oder von der Seite, bei dem der Blockierende sich in Richtung seiner eigenen Endzone bewegt und den Gegner unterhalb der Taille trifft.
3. **Illegal Cut Block**: Ein Block, bei dem ein Spieler unterhalb der Knie eines Gegners blockt.
4. **Blocking Below the Waist**: Blockieren unterhalb der Taille in bestimmten Situationen, wie nach einem Wechsel des Ballbesitzes oder während eines Kickoffs.
5. **Chop Block**: Ein Doppelblock, bei dem ein Spieler hoch und ein anderer Spieler tief blockt.
6. **Crackback Block**: Ein Block von hinten oder von der Seite, bei dem der Blockierende sich in Richtung der Line of Scrimmage bewegt und den Gegner unterhalb der Taille trifft.
7. **Blindside Block**: Ein Block, bei dem ein Spieler mit seinem Helm, Arm oder Schulter gegen einen Gegner stößt, der nicht auf den Block vorbereitet ist.
8. **Unnecessary Roughness**: Übermäßige Härte, wie das Treten oder Schlagen eines Gegners.
9. **Roughing the Passer**: Übermäßige Härte gegenüber einem Quarterback, der einen Pass wirft.
10. **Roughing/Running into the Kicker**: Übermäßige Härte gegenüber einem Kicker oder Holder.
11. **Striking, Kicking, Tripping or Kneeing Opponents**: Schlagen, Treten, Stoßen oder Knieen eines Gegners.
12. **Twisting, Pulling, or Turning the Facemask or Helmet Opening**: Drehen, Ziehen oder Wenden der Gesichtsmaske oder Helmöffnung eines Gegners.
13. **Horse-Collar Tackle**: Ein Tackle, bei dem ein Spieler die Innenseite des Halses oder die Seite der Schulterpolster eines Gegners packt und ihn zu Boden zieht.
14. **Use of Helmet as a Weapon**: Verwendung eines Helms als Waffe, um einen Gegner zu schlagen oder zu werfen.
15. **Hip-Drop Tackle**: Ein Tackle, bei dem ein Spieler den Gegner mit einem Hip-Drop-Manöver zu Boden bringt.

Diese Aktionen können zu einem Personal Foul und einer Strafe von 15 Yards führen. In einigen Fällen kann der Spieler auch disqualifiziert werden.";Dazu gehören Unnecessary Roughness, Facemask, Roughing the Passer/Kicker, Horse Collar Tackle, Clipping, Low Blocks, Striking/Kicking/Kneeing, Chop-,Crackback-,Blindside-,Peel-Back-,Cut-Block oder tief Blocken, Hip drop tackle, den Helm als Waffe benutzen oder gegen den Helm Tacklen, einen Spieler angreifen der sich nicht wehren kann.;"SECTION 2 PERSONAL FOULS
ARTICLE 1. CLIPPING. Clip...";1.0
203;Reasoning & Synthesis;gemini-3-flash-preview;19.952;0.0;0.0;394;44;0.0;2.21;Das Heimteam stellt die Bälle. Was passiert, wenn deren Bälle nicht den Regeln entsprechen oder ausgehen?;Der Referee stellt einen ordnungsgemäßen Ball vom gegnerischen Team sicher. Falls dies nicht möglich ist, wird der beste verfügbare Ball verwendet. Solche Umstände müssen dem Commissioner gemeldet werden.;Der Referee muss sich einen korrekten Ball vom gegnerischen Team besorgen. Wenn das nicht geht, wird der beste verfügbare Ball verwendet.;"SECTION 2 SUPPLY
Each team will make 12 primary, 1...";1.0
205;Information Retrieval;llama3.1:8b;6.151;0.286;0.152;478;19;1669.02;125.22;Welche Farbe muss der Ball haben?;"Die Farbe des Balls ist ""natürlicher Braunton"" (natural tan color).";Er muss eine natürliche Bräunung haben.;"SECTION 1 DIMENSIONS
The ball must be a “Wilson,” ...";1.0
701;Reasoning & Synthesis;llama3.1:8b;0.737;0.119;0.479;1589;73;13381.63;152.44;Wann ist ein Spieler 'down'?;Ein Spieler ist 'down', wenn er durch Kontakt mit einem Gegner den Boden berührt hat (außer mit Händen oder Füßen) oder wenn er sich selbst als 'down' erklärt, indem er fällt oder kniet und keine sofortige Anstrengung unternimmt, vorwärts zu kommen.;" Ein Spieler ist 'down', wenn er von einem Gegner berührt wird und mit einem Teil seines Körpers außer den Händen (einschließlich Handgelenk) oder Füßen (einschließlich Knöchel) den Boden berührt; wenn er gehalten oder anderweitig zurückgehalten wird, sodass sein Vorwärtsfortschritt endet; wenn ein Quarterback sofort hinter oder jenseits der Line of Scrimmage auf sein Knie fällt oder so tut, als ob er auf sein Knie fällt; wenn ein Läufer sich selbst durch Fallen, Knien, Rutschen oder Tauchen als down erklärt; wenn ein Läufer aus dem Spielfeld geht; wenn ein Gegner einen Ball nimmt, der sich im Besitz eines Läufers am Boden befindet; wenn ein Vorwärtspass unvollständig ist; wenn ein legaler oder illegaler Kick die Torpfosten oder die Querlatte berührt; wenn ein loser Ball irgendwo auf dem Spielfeld zur Ruhe kommt und kein Spieler versucht, ihn zu erobern; wenn ein legaler oder illegaler Kick von den Kickern gefangen oder erobert wird (außer bei einem Scrimmage-Kick, der von hinter der Linie gekickt und hinter der Linie erobert wird); wenn ein Kickoff oder Safety-Kick zuerst den Boden oder einen Spieler vor der vorderen Yard-Linie der Landezone berührt; wenn ein Onside-Kick unberührt über die Onside-Kick-Setup-Zone hinausgeht; wenn ein Touchdown, Touchback, Safety, Field Goal oder Try erzielt wurde; wenn ein Empfänger den Ball nach einem Fair-Catch-Signal fängt oder erobert (sofern der Ball nicht von einem Gegner berührt wurde); wenn ein Offizieller irrtümlich die Pfeife bläst, während der Ball noch im Spiel ist.; wenn ein Spieler seinen Helm verliert; wenn der Ball nicht aktiv im Spiel befindliche Ausrüstung berührt; oder wenn ein Teammitglied einen Fumble aufnimmt, während eines two minute, try oder vierten downs Spielzug.";"SECTION 1 BALL IN PLAY
ARTICLE 1. LIVE BALL. After...";0.5
601;Regulatory Constraints;llama3.3:70b;31.61;3.032;5.871;3112;175;1026.5;29.81;Wann darf ein Kicking Tee verwendet werden?;Ein Kicking Tee darf während eines Free Kicks verwendet werden, um den Ball zu halten. Der Tee muss jedoch so gestaltet sein, dass er den Ball nicht mehr als eine Inch (2,54 cm) über dem Boden hält und von der Liga genehmigt wurde. Sobald der Ball auf den Kicking Tee gelegt wurde, darf dieser nicht mehr bewegt werden. Wenn der Ball vom Tee fällt, müssen die Schiedsrichter das Spiel stoppen und den Zeitprozess ohne Strafe für das Kicking-Team neu starten. Falls der Ball ein zweites Mal während desselben Free Kicks vom Tee fällt, muss das Kicking-Team den Ball mit Hilfe eines Designated Holders (bei einem Kickoff oder Safety Kick) oder eines Holders (bei einem Onside Kick) treten.;Ein Kicking Tee darf nur bei einem Free Kick verwendet werden. Der Free Kick umfasst Kickoffs, Safety Kicks und Onside Kicks.;"SECTION 1 PROCEDURES FOR A FREE KICK
ARTICLE 1. FR...";1.0
706;Regulatory Constraints;gpt-5-mini;6.237;0.0;0.0;483;240;0.0;38.48;Was ist eine illegale Formation der Offense?;"Eine illegale Formation der Offense liegt vor, wenn die Offense die Vorgaben aus SECTION 5, ARTICLE 1 nicht einhält. Konkret ist eine Formation illegal, wenn eine oder mehrere der folgenden Bedingungen verletzt werden:

- Es sind weniger als sieben Spieler auf der Line (Abschnitt (a)).  
- Nicht auf beiden Enden der Line stehen eligible receivers, oder Spieler zwischen diesen Enden sind nicht ineligible (Abschnitt (b)).  
- Ein Spieler steht out of bounds (Abschnitt (c)).  
- Ein Spieler nimmt eine Position ein, die weder eindeutig on noch off the Line of Scrimmage ist, obwohl er nicht direkt hinter dem snapper steht; mehr als ein Spieler befindet sich in einer solchen unklaren Position; oder ein Spieler in dieser Position trägt keine eligible number und hat sich nicht gemäß Rule 5, Section 3, Article 1 gemeldet (Abschnitt (d)).  
- Spieler in eligible Positionen tragen keine eligible number und haben sich nicht gemäß Rule 5, Section 3, Article 1 gemeldet (Abschnitt (e)).

Strafe: Loss of five yards."; Eine illegale Formation der Offense liegt vor, wenn die Offense nicht mindestens sieben Spieler in der Line hat, wenn nicht beide Enden der Line von einem berechtigten Receiver besetzt sind, wenn ein Spieler out of bounds ist, wenn mehr als ein Spieler weder klar on noch klar off der Line of Scrimmage positioniert ist (außer dem Snapper), oder wenn Spieler in berechtigten Positionen keine berechtigte Nummer tragen (außer sie haben sich gemeldet).;"SECTION 5 POSITION OF PLAYERS AT THE SNAP
ARTICLE ...";1.0
104;Regulatory Constraints;llama3.1:8b;0.621;0.08;0.251;886;37;11033.98;147.66;Dürfen die Mannschaftsbänke näher als 30 Fuß an der Seitenlinie stehen?;Nein, nach Artikel 4 des Kontextes dürfen keine Bänke oder starren Fixierungen näher als 30 Fuß von den Seitenlinien stehen.;Nein. Die Zonen für die Mannschaftsbänke müssen einen bestimmten Abstand zur Seitenlinie haben (mindestens 30 Fuß).;"SECTION 2 MARKINGS
ARTICLE 1. YARD LINE MARKINGS. ...";1.0
607;Regulatory Constraints;llama3.1:8b;0.676;0.16;0.385;2069;49;12892.85;127.22;Wie viele Yards Strafe gibt es für einen illegalen wedge-block und gibt es einen legalen wedge-block?;Für einen illegalen Wedge-Block gibt es eine Strafe von 15 Yards (siehe Artikel 1, Item 2(d) im Kontext). Ein legaler Wedge-Block ist nicht erlaubt.;Die Strafe beträgt 15 Yards (Spot Foul oder vom Kickoff Spot, je nach Situation). Ein Wedge Block (mehr als 2 Spieler Schulter-an-Schulter) ist generell verboten.;"SECTION 2 OTHER FREE KICK FOULS
ARTICLE 1. BLOCKIN...";1.0
1401;Information Retrieval;gemini-3-flash-preview;10.908;0.0;0.0;1085;7;0.0;0.64;Was ist ein 'Spot Foul'?;Dazu habe ich keine Informationen.;Ein Foul, bei dem die Strafe direkt von der Stelle aus verhängt wird, an der das Foul begangen wurde (und nicht vom vorherigen Startpunkt). Beispiele: Defensive Pass Interference.;"SECTION 3 SPOT FROM WHICH PENALTY IS ENFORCED
ARTI...";0.0
521;Out-of-Domain;llama3.1:8b;7.399;0.768;0.216;4614;8;6009.29;37.08;Wer ist dafür verantwortlich, die Trikots der Spieler nach dem Spiel zu waschen?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 4 EQUIPMENT, UNIFORMS, PLAYER APPEARANCE
A...";1.0
701;Reasoning & Synthesis;llama3.3:70b;8.308;1.013;7.18;1589;221;1568.46;30.78;Wann ist ein Spieler 'down'?;"Ein Spieler gilt als 'down', wenn er von einem Gegner kontaktiert wird und mit irgendeinem Körperteil außer Händen oder Füßen den Boden berührt. Außerdem gilt ein Spieler als 'down', wenn er gehalten oder auf andere Weise daran gehindert wird, seinen Vorwärtslauf fortzusetzen. Ein Quarterback ist auch 'down', wenn er sofort auf ein Knie fällt oder so tut, als ob er auf ein Knie fallen würde, hinter oder jenseits der Line of Scrimmage. 

Ein Spieler kann sich auch selbst für 'down' erklären, indem er zu Boden fällt oder kniet und keine Anstrengung unternimmt, vorwärts zu kommen, oder indem er sich auf den Bauch oder den Rücken legt. Wenn ein Spieler slidet oder taucht, ist der Ball tot, sobald er den Boden mit irgendeinem Körperteil außer Händen oder Füßen berührt.";" Ein Spieler ist 'down', wenn er von einem Gegner berührt wird und mit einem Teil seines Körpers außer den Händen (einschließlich Handgelenk) oder Füßen (einschließlich Knöchel) den Boden berührt; wenn er gehalten oder anderweitig zurückgehalten wird, sodass sein Vorwärtsfortschritt endet; wenn ein Quarterback sofort hinter oder jenseits der Line of Scrimmage auf sein Knie fällt oder so tut, als ob er auf sein Knie fällt; wenn ein Läufer sich selbst durch Fallen, Knien, Rutschen oder Tauchen als down erklärt; wenn ein Läufer aus dem Spielfeld geht; wenn ein Gegner einen Ball nimmt, der sich im Besitz eines Läufers am Boden befindet; wenn ein Vorwärtspass unvollständig ist; wenn ein legaler oder illegaler Kick die Torpfosten oder die Querlatte berührt; wenn ein loser Ball irgendwo auf dem Spielfeld zur Ruhe kommt und kein Spieler versucht, ihn zu erobern; wenn ein legaler oder illegaler Kick von den Kickern gefangen oder erobert wird (außer bei einem Scrimmage-Kick, der von hinter der Linie gekickt und hinter der Linie erobert wird); wenn ein Kickoff oder Safety-Kick zuerst den Boden oder einen Spieler vor der vorderen Yard-Linie der Landezone berührt; wenn ein Onside-Kick unberührt über die Onside-Kick-Setup-Zone hinausgeht; wenn ein Touchdown, Touchback, Safety, Field Goal oder Try erzielt wurde; wenn ein Empfänger den Ball nach einem Fair-Catch-Signal fängt oder erobert (sofern der Ball nicht von einem Gegner berührt wurde); wenn ein Offizieller irrtümlich die Pfeife bläst, während der Ball noch im Spiel ist.; wenn ein Spieler seinen Helm verliert; wenn der Ball nicht aktiv im Spiel befindliche Ausrüstung berührt; oder wenn ein Teammitglied einen Fumble aufnimmt, während eines two minute, try oder vierten downs Spielzug.";"SECTION 1 BALL IN PLAY
ARTICLE 1. LIVE BALL. After...";0.5
107;Out-of-Domain;llama3.1:8b;6.256;0.404;0.083;739;8;1830.74;96.33;Wie viel kostet der Rasen, der für das Spielfeld verwendet wird?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 1 DIMENSIONS
ARTICLE 1. PLAYING LINES. The...";1.0
107;Out-of-Domain;llama3.3:70b;0.934;0.396;0.418;739;8;1865.85;19.13;Wie viel kostet der Rasen, der für das Spielfeld verwendet wird?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 1 DIMENSIONS
ARTICLE 1. PLAYING LINES. The...";1.0
807;Reasoning & Synthesis;llama3.3:70b;23.639;2.203;4.619;2395;138;1086.97;29.88;Ein nicht fangberechtigter Spieler fängt den Ball, nachdem er von einem Verteidiger berührt ('gemuffed') wurde. Ist das ein Foul?;Nein, es ist kein Foul, wenn ein nicht fangberechtigter Spieler den Ball fängt, nachdem dieser von einem Verteidiger berührt (gemuffed) wurde. Laut Artikel 8 des Kontexts ist es nur ein Foul, wenn ein nicht fangberechtigter Spieler den Ball absichtlich berührt oder fängt, bevor er von einem anderen Spieler berührt wurde. Wenn der Ball zuerst von einem Verteidiger berührt wird und dann von einem nicht fangberechtigten Spieler gefangen wird, ist dies kein Foul für illegales Berühren.;Nein. Sobald die Defense (oder ein Offizieller) den Ball berührt, werden alle Offense-Spieler fangberechtigt.;"SECTION 1 FORWARD PASS
ARTICLE 1. DEFINITION. It i...";1.0
1410;Out-of-Domain;llama3.1:8b;0.282;0.118;0.056;1360;8;11495.8;141.8;Erhält der Referee einen Bonus, wenn er im Spiel weniger als 5 Strafen verhängt?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 1 GENERAL RULES
ARTICLE 1. REFUSAL OF PENA...";1.0
705;Reasoning & Synthesis;llama3.1:8b;10.613;0.525;0.074;2039;8;3886.53;108.65;Ein Ballträger läuft ins Aus. Was gilt als Startpunkt für den nächsten Spielzug: Wo der Ball war oder wo der Ballträger war?;Dazu habe ich keine Informationen.;Der Spot ist dort, wo sich der Ball befand, genau in dem Moment, als der Ballträger mit einem Fuß oder einem anderem Körperteil die Seitenlinie berührte.;"SECTION 1 BALL IN PLAY
ARTICLE 1. LIVE BALL. After...";0.0
1701;Out-of-Domain;llama3.1:8b;9.722;0.476;0.072;1499;8;3150.36;111.59;Wird das Spiel wegen eines Notfalls abgebrochen, wenn das Catering für die VIP-Logen ausfällt?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 1 EMERGENCIES
ARTICLE 1. NON-PLAYER ON FIE...";1.0
402;Out-of-Domain;gemini-3-flash-preview;8.689;0.0;0.0;2087;7;0.0;0.81;Wie lange darf die Werbeunterbrechung beim 'Two-Minute Warning' maximal dauern?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 5 TIMEOUTS
ARTICLE 1. CHARGED TEAM TIMEOUT...";1.0
702;Information Retrieval;llama3.1:8b;0.649;0.028;0.495;1602;70;57153.22;141.54;Liste alle Körperteile auf, mit denen ein Spieler als down gewertet wird.;"Nach Artikel 1 (c) und Note (2) des Kontextes werden folgende Körperteile eines Spielers als ""down"" gewertet:

* Hände
* Füße
* Kopf (wenn er vollständig abgefallen ist, vgl. Artikel 1 (s))";Jedes Körperteil außer den Händen und den Füßen (z.B. Knie, Ellbogen, Kopf, Gesäß, Rücken).;"SECTION 1 BALL IN PLAY
ARTICLE 1. LIVE BALL. After...";0.0
304;Reasoning & Synthesis;llama3.1:8b;0.365;0.077;0.173;868;28;11209.5;161.5;Ab wann wird ein Passing Play ein Running Play?;Ein Passing Play wird ein Running Play, sobald der gefangene Pass von einem Spieler einer Mannschaft erwischt wurde.;Ein Passing Play wird zu einem Running Play, sobald der Vorwärtspass erfolgreich gefangen wurde.;"SECTION 24 PLAYS
ARTICLE 1. FREE KICK PLAY. A free...";1.0
401;Information Retrieval;llama3.1:8b;0.5;0.22;0.164;2044;21;9296.19;128.41;Wie viele Timeouts hat jedes Team im Spiel?;Jedes Team ist auf drei Chargierteams-Timeouts pro Halbzeit beschränkt.;Jedes Team hat 3 Timeouts pro Halbzeit, also theoretisch 6 pro Spiel.;"SECTION 5 TIMEOUTS
ARTICLE 1. CHARGED TEAM TIMEOUT...";1.0
901;Out-of-Domain;llama3.3:70b;1.506;1.032;0.35;1570;8;1521.91;22.85;Darf ein Spieler Werbung für seine eigene Modemarke auf den Handschuhen tragen, um Gegner zu blocken?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 1 KICK FROM SCRIMMAGE
ARTICLE 1. KICK ON O...";1.0
601;Regulatory Constraints;gemini-3-flash-preview;55.427;0.0;0.0;3221;176;0.0;3.18;Wann darf ein Kicking Tee verwendet werden?;"Ein Kicking Tee darf während eines Free Kick verwendet werden. Dies umfasst folgende Situationen:

*   **Kickoff:** Zur Eröffnung jeder Halbzeit, nach einem Try und nach einem erfolgreichen Field Goal.
*   **Safety Kick:** Zur Wiederaufnahme des Spiels nach einem Safety.
*   **Onside Kick:** Wenn das zurückliegende Team diese Form des Free Kick gegenüber den Schiedsrichtern erklärt. Bei einem erklärten Onside Kick darf der Ball auch gegen das Tee gelehnt auf dem Boden platziert werden, sofern das Tee in seiner normalen aufrechten Position ist.

Zudem muss ein Kicking Tee zwingend mit einem Designated Holder (bei Kickoff oder Safety Kick) oder einem Holder (bei Onside Kick) verwendet werden, wenn der Ball während desselben Free Kick Downs ein zweites Mal vom Tee fällt.";Ein Kicking Tee darf nur bei einem Free Kick verwendet werden. Der Free Kick umfasst Kickoffs, Safety Kicks und Onside Kicks.;"SECTION 1 PROCEDURES FOR A FREE KICK
ARTICLE 1. FR...";1.0
1001;Out-of-Domain;llama3.3:70b;20.583;0.963;0.291;764;8;792.98;27.49;Wie hoch ist die Geldstrafe in Dollar, die ein Spieler an die Liga zahlen muss, wenn er disqualifiziert wird?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 1 OPPORTUNITY TO CATCH A KICK
ARTICLE 1. I...";1.0
1410;Out-of-Domain;gpt-5-mini;1.329;0.0;0.0;1336;16;0.0;12.04;Erhält der Referee einen Bonus, wenn er im Spiel weniger als 5 Strafen verhängt?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 1 GENERAL RULES
ARTICLE 1. REFUSAL OF PENA...";1.0
1110;Regulatory Constraints;llama3.3:70b;5.205;0.969;4.112;1456;125;1503.1;30.4;Kann man bei einem Extrapunktversuch, wenn man den Extrapunkt blockt und den Ball in die gegnerische Endzone trägt, einen 6 Punkte Touchdown erzielen?;Nein, das ist nicht möglich. Laut Artikel 2 des Kontexts wird bei einem erfolgreichen Try durch Laufen oder Passen ein Touchdown mit zwei Punkten belohnt. Wenn der Ball jedoch während eines Extrapunktversuchs blockt wird und in die gegnerische Endzone getragen wird, handelt es sich um einen Return nach einem geblockten Kick, was als Teil des Trys gilt und somit zwei Punkte ergibt, nicht sechs. Ein Touchdown mit sechs Punkten kann nur durch einen regulären Spielzug vor dem Try erzielt werden.;Nein, wenn eines der beiden Teams bei dem Extrapunktversuch ein Touchdown erzielt, werden nur 2 Punkte an das Team vergeben, keine 6 Punkte.;"SECTION 3 TRY
ARTICLE 1. GENERAL RULES. After a to...";1.0
704;Regulatory Constraints;gemini-3-flash-preview;19.95;0.0;0.0;2041;21;0.0;1.05;Kann nur ein Defensive-Spieler im Offside sein?;Nein. Kein Spieler beider Teams darf Offside sein, wenn der Ball ins Spiel gebracht wird.;Nein. Auch Offense-Spieler können im Offside sein, wenn sie Körperteile in der Neutral Zone haben (Lined up in the neutral zone).;"SECTION 4 ACTION AT OR BEFORE THE SNAP
ARTICLE 1. ...";1.0
402;Out-of-Domain;llama3.1:8b;0.207;0.026;0.06;2055;8;79155.69;134.1;Wie lange darf die Werbeunterbrechung beim 'Two-Minute Warning' maximal dauern?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 5 TIMEOUTS
ARTICLE 1. CHARGED TEAM TIMEOUT...";1.0
610;Out-of-Domain;llama3.3:70b;2.793;2.296;0.376;3124;8;1360.36;21.29;Dürfen Cheerleader das Feld betreten, während der Kicker sich beim Timeout aufwärmt?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 1 PROCEDURES FOR A FREE KICK
ARTICLE 1. FR...";1.0
806;Regulatory Constraints;llama3.1:8b;0.374;0.058;0.244;2380;37;41199.34;151.73;Wenn ein nicht fangberechtigter Spieler fängt den Ball. Welche Strafe entsteht?;Für illegalen Ballkontakt (illegal touching) wird eine Strafe von fünf Yards verhängt, die am vorherigen Spielpunkt ansetzt.;Illegal Touching. Die Strafe beträgt 5 Yards und beinhaltet einen 'Loss of Down'.;"SECTION 1 FORWARD PASS
ARTICLE 1. DEFINITION. It i...";0.5
105;Information Retrieval;gpt-5-mini;4.781;0.0;0.0;405;26;0.0;5.44;Wie hoch muss die Querstange des Torpfostens über dem Boden sein?;Die Querstange (Topface) muss 10 Fuß über dem Boden sein.;Die Oberkante der Querstange muss 10 Fuß über dem Boden sein.;"SECTION 3 GOAL
ARTICLE 1. CROSSBAR. In the plane o...";1.0
